user_id,post_id,interaction_score,hashtags
411,789,2.0,#science #health
387,792,0.0,#travel #fitness
54,547,1.0,#health
1107,357,3.0,#python #food
428,207,0.0,#cooking #food
445,791,0.0,#design
253,385,0.0,#photography #guitar #ml
916,450,0.0,#guitar
256,96,3.0,#science #education #fitness
334,775,0.0,#music #python
851,196,0.0,#education
737,490,0.0,#design
34,8,0.0,#guitar #fitness
727,370,3.0,#art
616,235,3.0,#guitar
966,17,3.0,#python #ml
289,255,0.0,#health
1063,160,0.0,#ml #science
430,758,1.0,#art #travel
859,177,0.0,#health #travel #music
225,167,0.0,#coding
827,641,0.0,#python #ai
53,340,0.0,#ml #health
835,48,1.0,#education #travel #career
206,16,0.0,#startup
860,68,0.0,#design #art
1100,451,0.0,#ai #coding #gaming
962,264,0.0,#career #music #fitness
979,505,2.0,#photography #health #food
1055,133,2.0,#food
169,762,0.0,#coding #fitness
512,232,0.0,#coding #python #design
1065,530,1.0,#health #python
865,384,1.0,#ml #guitar #science
406,187,0.0,#ml #food #travel
813,331,0.0,#gaming #music
385,644,2.0,#guitar #design #photography
929,637,0.0,#fitness #cooking
1054,346,0.0,#cooking
699,500,2.0,#fitness #python
1064,270,0.0,#art #ai
1113,130,0.0,#fitness #science
1128,730,0.0,#coding #design
894,567,3.0,#education
374,408,2.0,#photography #health #food
35,204,2.0,#education #health
1153,544,1.0,#music #career #food
1088,171,0.0,#travel
464,770,2.0,#art #photography #cooking
101,411,0.0,#art #gaming #design
660,140,2.0,#ai #startup
515,726,1.0,#photography #startup
122,774,1.0,#gaming
329,783,3.0,#guitar
327,662,1.0,#photography #food #music
145,232,3.0,#health #guitar
253,744,2.0,#health #photography #design
292,689,0.0,#ai #fitness
1067,319,1.0,#gaming #food #design
612,128,1.0,#design #health #startup
700,279,3.0,#guitar
524,116,1.0,#science #travel
998,777,0.0,#fitness #startup #music
495,681,1.0,#art #science #ml
216,789,0.0,#cooking #science #education
674,430,1.0,#music #startup
27,104,2.0,#food #gaming
454,606,1.0,#fitness #gaming
1149,622,2.0,#education #guitar
87,617,0.0,#fitness #science #career
489,370,1.0,#art #guitar #ml
712,663,2.0,#science #education
77,409,2.0,#art #ai #photography
1162,186,0.0,#fitness #coding
845,30,2.0,#music #science
722,255,0.0,#python
939,716,3.0,#travel #photography
1144,790,2.0,#python #guitar #music
353,512,2.0,#music #career
467,325,2.0,#startup
832,321,1.0,#travel #guitar #photography
543,725,1.0,#design #music
327,173,0.0,#photography
1192,318,3.0,#career #coding #travel
816,634,1.0,#startup
186,729,1.0,#guitar #cooking #health
697,546,0.0,#guitar
213,754,2.0,#science #startup
664,231,1.0,#food
1123,159,1.0,#ai #gaming
460,712,3.0,#food
902,664,2.0,#ai
608,250,3.0,#gaming #design #art
1140,565,3.0,#art
382,532,1.0,#science #guitar #cooking
746,270,1.0,#food #python
1107,366,0.0,#health #python #food
1103,593,0.0,#gaming #career #python
215,619,0.0,#career #food
953,276,1.0,#design
897,510,1.0,#travel
46,574,1.0,#ml #music #gaming
303,66,1.0,#cooking
1167,259,3.0,#ai #gaming #art
274,406,0.0,#coding #career
624,339,0.0,#art #health #python
14,625,0.0,#science #fitness
146,629,0.0,#travel #photography
510,616,2.0,#travel
61,665,3.0,#fitness #python #startup
193,414,1.0,#guitar #art #science
972,142,2.0,#fitness
638,364,0.0,#cooking #gaming
186,189,0.0,#food
720,663,1.0,#design #fitness
1073,264,0.0,#ml #career #science
765,98,0.0,#ai #science #python
788,314,0.0,#science #music #startup
354,194,1.0,#travel #career
448,354,0.0,#health #music #travel
903,724,2.0,#education
305,456,0.0,#career
247,320,3.0,#music
370,605,1.0,#gaming
396,618,0.0,#python #design #guitar
918,120,1.0,#python
505,375,0.0,#photography #guitar
86,367,0.0,#science #fitness
1065,94,1.0,#education #career
1069,404,2.0,#photography #coding #python
278,459,2.0,#art #guitar
892,387,0.0,#gaming
214,330,1.0,#guitar #coding #gaming
589,790,1.0,#education
86,193,3.0,#science #career
356,657,0.0,#career
58,49,3.0,#photography #music
1102,54,2.0,#art #education #career
366,521,0.0,#ml #photography #fitness
937,191,2.0,#python #startup #photography
1015,212,1.0,#ai #ml #guitar
422,706,0.0,#ai #food
678,182,3.0,#music
824,46,0.0,#food #cooking #art
1169,728,2.0,#coding #photography #cooking
839,707,0.0,#guitar #cooking
389,798,1.0,#ai #guitar #ml
920,132,1.0,#startup
235,119,0.0,#startup #travel
1100,336,0.0,#cooking #guitar #coding
1099,294,0.0,#cooking #fitness #career
809,207,3.0,#gaming #photography #health
1062,37,1.0,#fitness
469,39,2.0,#startup
139,248,1.0,#design #health
906,612,2.0,#education #photography #career
652,45,1.0,#python
514,180,0.0,#ml
802,390,0.0,#education #startup
462,189,1.0,#design #ai
903,72,2.0,#education #coding #travel
294,561,3.0,#fitness
134,420,1.0,#travel
659,380,0.0,#food
13,391,0.0,#guitar
1162,123,2.0,#ml #career #startup
41,665,2.0,#science #guitar
579,703,1.0,#food #gaming
513,354,3.0,#design #gaming #health
931,550,2.0,#health
588,653,2.0,#cooking #travel
754,758,0.0,#health #ml
942,421,2.0,#food #guitar #health
723,214,3.0,#art #design
927,455,3.0,#music #python
668,682,0.0,#education #photography #food
445,730,0.0,#music
949,562,2.0,#music #coding
438,403,0.0,#career
927,308,3.0,#art #ml #photography
445,346,1.0,#guitar
1060,443,0.0,#ai #photography
791,582,1.0,#science #health
824,589,2.0,#health
843,325,1.0,#health #gaming #python
1087,753,1.0,#fitness
134,88,0.0,#python
185,321,3.0,#photography #health
437,315,2.0,#python #design
973,347,2.0,#coding #fitness
1151,164,3.0,#travel
851,122,1.0,#art #travel #gaming
576,707,2.0,#fitness
301,456,0.0,#health
781,485,0.0,#ai
743,452,1.0,#design
41,504,3.0,#music #python #startup
758,71,0.0,#coding #guitar #health
228,685,0.0,#python #coding #startup
727,618,3.0,#ai #art
347,374,2.0,#education
574,533,3.0,#gaming
653,171,0.0,#coding
539,460,3.0,#ml #cooking
939,676,0.0,#ml #health #ai
1175,20,0.0,#gaming
779,398,0.0,#cooking #guitar #python
752,525,2.0,#art #python
272,355,2.0,#photography #gaming #coding
547,86,3.0,#startup #python #education
233,24,2.0,#food
153,182,0.0,#science
486,798,0.0,#ai
28,755,2.0,#startup #health #design
678,681,0.0,#ml
285,205,3.0,#travel
188,736,3.0,#art
478,216,0.0,#guitar
657,641,1.0,#photography #gaming
382,481,0.0,#science #ml #design
379,520,0.0,#photography
540,148,2.0,#photography #fitness #startup
386,192,2.0,#travel
809,651,2.0,#art #education
585,224,1.0,#food #education
15,671,2.0,#cooking #coding #travel
133,64,0.0,#ml #art
164,691,2.0,#design #ai #startup
653,603,2.0,#startup #cooking
654,462,0.0,#music #gaming
615,782,1.0,#photography #food #travel
88,708,0.0,#design #python
826,475,2.0,#design #health
291,756,2.0,#ai #health
649,391,3.0,#health #guitar #music
29,445,2.0,#travel #health #science
445,98,0.0,#health #cooking
691,203,0.0,#travel #coding
1126,285,0.0,#gaming #art
892,164,1.0,#ml #music #fitness
138,332,2.0,#coding #health #food
1063,507,2.0,#gaming #ai
631,647,0.0,#coding #art #fitness
266,543,0.0,#music #health #science
1158,485,0.0,#music #art
505,215,3.0,#food #python #gaming
575,569,0.0,#photography #health
660,648,1.0,#science
486,256,1.0,#ai #python
1047,98,0.0,#python
167,542,1.0,#cooking #startup #design
798,797,0.0,#health #music
121,486,0.0,#ai #python #music
989,576,0.0,#python #gaming
644,620,2.0,#photography
247,303,2.0,#photography #education #career
579,255,2.0,#ai #coding
535,210,0.0,#ai
864,81,0.0,#design
783,569,0.0,#python #fitness
561,467,0.0,#design #coding #travel
264,331,3.0,#ml
669,566,1.0,#python
769,564,0.0,#python #guitar
365,335,1.0,#coding
664,580,2.0,#education
115,741,2.0,#gaming
131,70,0.0,#education
335,731,0.0,#music #python
167,423,0.0,#gaming
821,559,0.0,#guitar #health
1123,92,2.0,#travel #fitness
535,233,0.0,#career #ai #ml
462,491,0.0,#food
313,141,1.0,#guitar #science
40,523,2.0,#ai #art
1127,70,0.0,#ml #photography #food
1194,504,0.0,#startup #music #education
337,407,0.0,#ai #coding #cooking
1140,384,1.0,#photography
525,343,0.0,#guitar #fitness
585,463,0.0,#education #guitar #photography
379,116,0.0,#photography
410,778,1.0,#coding #photography #science
740,475,0.0,#food #cooking #photography
1047,25,0.0,#travel
684,212,1.0,#guitar #python #design
801,617,2.0,#gaming #career
585,684,2.0,#startup
220,1,2.0,#ml #ai #cooking
1,311,1.0,#science #travel #fitness
110,377,0.0,#art
764,78,0.0,#ai #coding #ml
246,310,0.0,#photography #fitness
63,488,0.0,#startup
481,467,2.0,#career #cooking #science
47,720,1.0,#health
442,67,0.0,#ai #ml
1019,443,2.0,#travel #ai
1182,46,1.0,#coding #gaming
416,274,0.0,#photography #food
918,2,3.0,#science
892,573,3.0,#food #ml
587,373,0.0,#design #gaming
1116,168,0.0,#career #science
299,329,2.0,#art #travel
1189,412,0.0,#coding #health
1013,692,1.0,#art #startup
519,141,0.0,#design #science
1105,697,0.0,#python
1038,641,0.0,#career #travel
1175,143,3.0,#guitar
168,430,2.0,#career #ml #education
213,590,0.0,#travel #food #python
1002,120,0.0,#career #guitar
1072,673,2.0,#science
720,768,1.0,#food
930,160,2.0,#ai
1034,111,1.0,#coding
496,774,1.0,#career
198,196,0.0,#coding
248,213,0.0,#startup #science #cooking
927,122,1.0,#guitar #ai
615,352,0.0,#coding
878,635,1.0,#science #ml
1007,33,1.0,#ai #cooking
970,393,2.0,#art
719,702,1.0,#guitar
80,500,2.0,#gaming
517,557,0.0,#fitness
932,389,2.0,#gaming
71,331,0.0,#design #photography #art
195,11,1.0,#ai #education #design
142,515,0.0,#science #guitar
1098,670,2.0,#science #fitness
1059,503,0.0,#coding #travel
82,298,1.0,#fitness #health
158,204,1.0,#ai
794,795,2.0,#travel #guitar #ml
620,188,0.0,#science #gaming #food
911,718,3.0,#fitness
337,143,0.0,#science #ai #design
1017,376,2.0,#ai #education
755,651,1.0,#gaming #ml
572,447,1.0,#startup #science
179,270,2.0,#music #gaming #guitar
1039,250,3.0,#fitness
50,166,0.0,#photography
914,676,3.0,#career #cooking
979,69,3.0,#travel #art #fitness
1147,41,0.0,#coding
273,765,2.0,#music
123,523,2.0,#education
545,600,1.0,#health #python
500,492,2.0,#gaming
980,491,0.0,#guitar
1133,649,1.0,#health
261,523,0.0,#gaming
1052,75,1.0,#art
741,231,2.0,#ml #art
88,329,2.0,#photography
766,401,1.0,#health
982,630,3.0,#art #travel #food
1068,295,1.0,#art
64,428,0.0,#health
82,379,0.0,#design #python
622,549,1.0,#gaming #education
999,396,2.0,#science #career #health
962,346,0.0,#python #career
1059,632,1.0,#cooking #science
592,609,1.0,#python #food
1160,196,0.0,#photography #python
1061,693,1.0,#art #photography
286,789,1.0,#music
1112,567,0.0,#science #education
356,121,2.0,#food #photography
691,188,2.0,#music #food
803,496,2.0,#design #career #python
300,261,1.0,#fitness #guitar
1128,403,0.0,#cooking
1014,466,3.0,#science #cooking #education
1163,431,0.0,#art
1003,610,0.0,#guitar #python
245,144,0.0,#ml #science
144,285,0.0,#cooking #health #fitness
867,210,0.0,#science #ml #ai
229,346,3.0,#cooking #coding #art
493,237,0.0,#science #cooking #music
485,156,0.0,#python #food #travel
785,209,1.0,#travel
187,585,2.0,#gaming #fitness
196,253,2.0,#food
942,625,0.0,#food
573,110,0.0,#coding #art #guitar
914,219,0.0,#art
910,454,0.0,#guitar #ai
1109,784,0.0,#gaming #art #education
702,330,0.0,#guitar #design #photography
764,148,2.0,#guitar #travel #science
425,224,0.0,#cooking #food
596,237,0.0,#ai #food
133,464,2.0,#guitar
1171,354,0.0,#gaming
894,742,1.0,#startup #art
523,357,0.0,#cooking #gaming
324,173,0.0,#education #science #photography
75,391,0.0,#startup
326,95,1.0,#ml #cooking #startup
1076,262,1.0,#health #art
571,191,0.0,#travel #education
137,238,2.0,#ml #travel #coding
1123,482,3.0,#food
36,201,1.0,#startup
208,276,2.0,#career
255,798,1.0,#travel #health
1093,192,0.0,#python
352,785,0.0,#education
1034,59,0.0,#ml
961,160,2.0,#music
1176,286,1.0,#travel #fitness
509,166,1.0,#startup
773,140,0.0,#education #gaming
809,564,1.0,#education #design
1065,363,2.0,#guitar #cooking #education
835,171,1.0,#health #ml
424,76,1.0,#coding #fitness
845,392,0.0,#ai #python
998,204,2.0,#art
302,461,2.0,#health #coding #guitar
501,146,0.0,#design
518,499,0.0,#design #music #photography
949,134,1.0,#food
299,656,3.0,#music #ml
718,477,3.0,#art #startup #coding
727,525,1.0,#gaming
139,361,0.0,#education #travel
23,104,0.0,#career #cooking #ml
51,522,0.0,#music #ai #design
827,343,2.0,#music #python
584,377,0.0,#science #fitness #design
999,444,2.0,#career
1160,519,0.0,#guitar
677,677,2.0,#cooking #health #career
403,96,1.0,#guitar #food
86,46,0.0,#photography
857,583,0.0,#art
1121,582,0.0,#ai
136,168,2.0,#gaming #startup
449,480,3.0,#gaming
234,82,1.0,#music #gaming
529,591,1.0,#python #science #education
319,684,1.0,#science #education #cooking
503,232,2.0,#gaming #cooking
673,522,0.0,#guitar #ml #coding
528,110,2.0,#food #science #career
951,157,3.0,#career #education #music
846,761,0.0,#python #coding #startup
497,167,1.0,#startup #python #ml
893,416,2.0,#art
970,32,0.0,#fitness #coding
483,499,2.0,#guitar #photography
831,441,2.0,#food #travel
689,164,1.0,#guitar #startup #fitness
169,85,2.0,#health
1107,439,1.0,#health
106,3,1.0,#health
597,376,1.0,#music #startup #ml
339,318,0.0,#science
169,41,1.0,#travel
801,503,0.0,#coding #education #startup
583,142,0.0,#cooking #travel #education
197,509,1.0,#coding #ml #guitar
694,681,0.0,#design #music
1043,314,0.0,#guitar #art #food
634,683,0.0,#design
305,721,0.0,#ml
242,152,0.0,#health #science
151,290,2.0,#python #food #gaming
892,420,0.0,#career #coding #photography
970,672,0.0,#guitar
393,354,0.0,#cooking
798,192,2.0,#guitar #python
921,137,2.0,#art #python #travel
16,169,3.0,#startup #gaming
686,152,0.0,#food
1051,619,1.0,#photography #travel
856,40,2.0,#music #python #science
691,3,0.0,#photography #science #health
681,697,1.0,#education #cooking #science
801,542,3.0,#photography #art #ml
932,737,1.0,#career #design
92,292,0.0,#science #startup
972,428,3.0,#science #food #python
457,461,0.0,#ml #food #cooking
809,272,0.0,#ml
455,461,0.0,#art
98,78,2.0,#career #science
854,17,1.0,#coding #ml #gaming
1189,219,1.0,#coding #fitness #food
797,575,2.0,#career
411,15,1.0,#python
503,492,0.0,#cooking
347,674,0.0,#art #travel
874,209,2.0,#fitness #coding
634,556,1.0,#startup #science #health
249,4,3.0,#cooking
367,117,2.0,#fitness #education
1095,477,1.0,#cooking #startup
730,95,0.0,#photography #career
513,743,0.0,#startup #science #travel
299,351,0.0,#career #photography #gaming
720,31,0.0,#art #fitness
1050,795,2.0,#travel
390,636,1.0,#startup #food #gaming
1142,790,1.0,#music #photography
86,38,1.0,#science
728,18,3.0,#python #art
16,323,2.0,#health
197,609,1.0,#science
279,485,1.0,#python #fitness #ml
650,252,0.0,#coding #ml
219,57,3.0,#health #cooking #guitar
314,288,0.0,#startup #education
746,77,1.0,#coding #art #ai
54,292,0.0,#startup #health #education
206,372,0.0,#python #science
254,188,1.0,#startup #food #ml
567,319,2.0,#career #startup #coding
1132,674,0.0,#ml #coding
861,96,1.0,#ml #health
141,97,3.0,#ai #fitness #gaming
88,481,2.0,#career #fitness
542,163,1.0,#food #startup #python
345,190,1.0,#fitness #ai #gaming
448,747,2.0,#education
489,418,0.0,#cooking #photography #gaming
1122,244,0.0,#guitar
395,541,0.0,#guitar
843,593,0.0,#fitness
861,262,1.0,#ai #fitness
831,605,0.0,#health #travel
1189,123,3.0,#health
83,237,3.0,#ml #startup #guitar
273,224,0.0,#science
6,668,0.0,#ai
847,110,0.0,#health #science
253,378,0.0,#guitar #education
564,455,1.0,#health #photography #guitar
724,193,2.0,#food #gaming #career
561,448,0.0,#art
950,163,0.0,#design
1074,297,0.0,#coding
289,291,0.0,#ai #gaming
1085,67,1.0,#coding #food
921,206,1.0,#gaming #guitar
553,165,1.0,#health #ai
481,661,1.0,#career
1044,658,3.0,#cooking
760,535,0.0,#cooking
1058,318,2.0,#startup
1162,110,0.0,#cooking #food
1139,629,1.0,#travel #gaming #education
7,153,3.0,#career #art
1164,350,0.0,#travel
223,751,0.0,#cooking #science
409,644,1.0,#science #music #fitness
779,484,1.0,#python
94,345,0.0,#career
683,505,0.0,#ai #startup #fitness
1158,141,0.0,#photography
957,423,1.0,#startup #fitness #design
278,227,2.0,#music
199,38,0.0,#art #fitness #cooking
922,215,0.0,#fitness
192,257,2.0,#food #ml #gaming
568,555,0.0,#ai #gaming #photography
844,339,0.0,#science #food #cooking
1,438,1.0,#design #career
337,28,2.0,#science #ai #cooking
395,177,2.0,#ml
368,201,2.0,#health
605,472,0.0,#food #health
65,121,2.0,#photography #music #coding
885,158,1.0,#gaming
775,8,0.0,#career
359,701,2.0,#fitness #startup
323,217,0.0,#fitness #art
470,717,2.0,#education #career
1088,606,2.0,#python #design #travel
1092,677,1.0,#art #travel
912,286,0.0,#photography #ai #science
832,303,0.0,#design #startup #fitness
260,56,0.0,#career #fitness #gaming
809,666,1.0,#health #ml #education
369,552,2.0,#food
104,521,2.0,#startup #food #science
695,538,1.0,#cooking #python
1125,140,2.0,#art
1005,211,0.0,#startup
1061,152,1.0,#art
1120,83,2.0,#design #travel
566,346,0.0,#ai
50,741,0.0,#travel #startup
170,705,0.0,#design
1104,664,0.0,#ai #health #music
641,389,1.0,#coding #science #cooking
327,88,1.0,#science
1106,489,0.0,#startup #health #travel
592,514,1.0,#python
778,481,0.0,#design #ai
91,614,0.0,#cooking #food #guitar
708,652,0.0,#education #cooking
1086,154,1.0,#fitness #food #art
306,276,1.0,#music #ml
750,318,2.0,#guitar #ml #career
963,55,1.0,#art
1144,472,1.0,#education
379,129,0.0,#ml #fitness
803,259,2.0,#career
1084,757,0.0,#cooking #travel #gaming
1021,255,1.0,#photography #education
132,410,0.0,#startup
290,714,1.0,#coding #travel #education
1171,661,1.0,#coding #art #science
325,22,0.0,#health #music
1083,442,0.0,#cooking #startup
947,42,2.0,#guitar #travel
727,769,0.0,#ml #travel
826,235,2.0,#python #career
383,301,0.0,#ai #startup #gaming
773,316,1.0,#coding #education
1180,544,1.0,#food
224,378,0.0,#education #science #travel
565,340,2.0,#design
127,690,1.0,#coding
118,299,0.0,#photography
728,199,2.0,#science #python
251,405,2.0,#fitness
185,97,2.0,#education #design
254,558,0.0,#food
188,647,1.0,#photography #health
830,660,0.0,#ml
833,36,2.0,#education
1018,777,3.0,#fitness #design
1026,417,2.0,#education #ai #career
379,214,2.0,#science
219,343,2.0,#career
262,612,1.0,#food
773,342,1.0,#gaming #cooking #coding
246,743,3.0,#photography
803,377,1.0,#health #ml
157,319,1.0,#education
1178,294,0.0,#food #science
814,543,1.0,#science
286,775,3.0,#travel
323,221,1.0,#health #startup #food
925,282,0.0,#startup #science
523,38,1.0,#coding #health #education
1098,418,3.0,#music
44,797,2.0,#gaming
810,439,1.0,#ml #education #fitness
239,765,0.0,#ml
396,57,1.0,#music
800,408,2.0,#ai
792,158,1.0,#python
436,103,3.0,#cooking
698,365,0.0,#education #career
376,447,1.0,#gaming #art
1150,660,3.0,#photography #education #cooking
595,768,3.0,#food
623,568,0.0,#design #photography #python
612,244,1.0,#career #education #health
835,48,0.0,#music #fitness #ml
210,684,0.0,#ai #ml #education
755,579,1.0,#coding
586,588,0.0,#design
523,597,2.0,#science #art
1173,385,2.0,#coding #career #design
184,535,0.0,#music #guitar #food
301,339,1.0,#ai #education
635,584,1.0,#travel
390,111,0.0,#coding
290,795,3.0,#science #career
113,418,1.0,#career
969,159,0.0,#design
856,32,1.0,#photography
634,576,3.0,#food #education #science
668,687,1.0,#food #education
284,674,2.0,#coding
7,353,3.0,#fitness #health #art
700,31,1.0,#guitar
735,558,1.0,#cooking #startup
1128,392,1.0,#art #startup
444,16,1.0,#fitness #health
390,542,0.0,#fitness #cooking
394,796,0.0,#health #food #coding
1043,279,1.0,#ai
337,490,2.0,#ai
1053,445,1.0,#startup #ml
240,782,0.0,#startup
167,685,0.0,#python #ai #ml
136,385,1.0,#cooking #startup #coding
150,756,0.0,#art #travel
1069,201,2.0,#art #health
104,748,0.0,#cooking #science #ai
1015,452,1.0,#guitar #travel
120,732,3.0,#guitar
844,688,0.0,#music
40,569,2.0,#gaming #science #guitar
98,165,1.0,#startup #cooking #ai
814,537,1.0,#startup #photography
407,208,1.0,#health
644,367,2.0,#photography
707,411,0.0,#startup #design #ai
420,169,1.0,#travel
1,389,0.0,#food #education
651,136,1.0,#science #music #guitar
249,195,0.0,#career
608,315,0.0,#travel
1186,331,0.0,#coding #education
89,97,1.0,#ml #food
926,210,1.0,#guitar
964,548,0.0,#design
1024,684,1.0,#startup
29,166,1.0,#science #career
374,105,1.0,#education #art
352,587,1.0,#gaming #design #food
873,238,2.0,#food #fitness #education
363,557,1.0,#art #ai
694,235,1.0,#ai #gaming
1116,737,1.0,#fitness #design
980,717,0.0,#food #guitar
1062,799,2.0,#music
5,386,1.0,#travel
370,230,1.0,#travel #startup
806,696,2.0,#ai #python
1105,459,3.0,#cooking #guitar #health
150,536,1.0,#startup
1169,143,0.0,#design #ml
1142,605,1.0,#cooking #food #art
1110,296,2.0,#travel
260,39,2.0,#food
1111,444,3.0,#cooking #education #coding
267,306,2.0,#education #career
136,663,0.0,#design #career
1040,469,3.0,#design
188,366,3.0,#career
823,459,0.0,#career
383,27,3.0,#cooking #guitar
160,629,0.0,#design #gaming #career
788,555,0.0,#science #art #education
1019,736,2.0,#python
1058,591,0.0,#ml #career #python
1074,1,0.0,#food
756,54,1.0,#music
800,391,2.0,#design #ml
63,690,0.0,#career #travel
702,384,0.0,#education
806,472,1.0,#health
723,627,0.0,#food #health #cooking
802,228,2.0,#career
1173,106,0.0,#cooking
164,701,1.0,#travel #career
692,740,3.0,#travel #python
797,172,3.0,#guitar
454,712,0.0,#music #fitness #food
1034,109,1.0,#music #science
53,662,1.0,#guitar #career
665,17,1.0,#coding #cooking
460,8,0.0,#fitness #education #startup
232,493,1.0,#ml
408,535,2.0,#science #food
552,39,0.0,#photography #guitar
630,91,0.0,#fitness #python
672,208,0.0,#travel #music #photography
860,488,2.0,#fitness #food #art
917,325,0.0,#cooking #health #fitness
581,789,2.0,#music
364,468,0.0,#fitness #education #gaming
1150,62,1.0,#gaming
14,279,0.0,#education
1079,572,2.0,#guitar #travel
281,339,1.0,#art #ml
665,792,1.0,#design #career
906,287,0.0,#health
1010,724,0.0,#cooking #career
696,751,1.0,#python #coding
365,515,0.0,#fitness #startup #art
681,27,0.0,#ml
88,160,2.0,#food #science
149,243,0.0,#python
650,71,0.0,#python #gaming
70,535,0.0,#art #career #travel
206,291,0.0,#education #guitar #career
1005,148,1.0,#food #art #design
904,737,3.0,#art #health #ai
266,376,2.0,#travel #music #coding
429,72,1.0,#career
217,755,0.0,#health
410,622,0.0,#ai #coding #startup
121,387,2.0,#education
502,426,0.0,#photography
1133,475,0.0,#travel #gaming #guitar
1063,724,0.0,#travel #science
717,492,1.0,#music #career
545,496,0.0,#science
67,334,0.0,#education
929,392,2.0,#food #fitness #guitar
109,563,2.0,#design #fitness #gaming
360,65,1.0,#photography
908,735,2.0,#science #travel #ai
668,187,0.0,#science #photography #art
351,104,2.0,#science #startup
621,242,1.0,#food
342,333,1.0,#food #career #photography
656,570,3.0,#art #fitness
1002,743,1.0,#gaming #food #travel
806,297,0.0,#science
682,268,2.0,#gaming #fitness #travel
916,619,2.0,#design #ai #travel
1170,179,1.0,#ml
679,253,1.0,#design #education #gaming
231,220,1.0,#health #career
1063,249,0.0,#fitness
276,374,0.0,#ml #career #photography
355,39,2.0,#career #gaming
954,532,1.0,#design #music #photography
763,684,1.0,#food
1096,404,3.0,#photography
36,285,3.0,#guitar
168,587,2.0,#python #fitness #design
137,356,2.0,#photography
1169,96,0.0,#science
343,798,3.0,#music #ai #startup
621,204,1.0,#education #photography #ml
403,6,1.0,#startup #photography
1024,96,1.0,#health
815,50,1.0,#health #fitness #photography
323,121,2.0,#design #art #science
286,55,0.0,#startup #fitness #career
784,413,0.0,#ml
248,633,2.0,#health #python
1084,779,1.0,#photography
439,38,0.0,#art
779,346,0.0,#travel
933,667,2.0,#education #fitness
307,783,2.0,#fitness
185,292,0.0,#guitar #education #health
691,9,1.0,#health #science
588,385,0.0,#photography #music #career
780,68,2.0,#ai #photography #music
263,798,1.0,#ai #fitness
469,465,0.0,#photography #art
736,563,0.0,#guitar #coding
267,218,2.0,#startup #health
53,145,3.0,#art
253,371,1.0,#food #career
1014,285,0.0,#ml #design #startup
884,437,2.0,#art
468,134,0.0,#education #fitness
702,328,0.0,#ai
455,719,2.0,#ml #food
121,128,0.0,#guitar #gaming
1156,787,1.0,#art #coding
133,380,1.0,#music #science #coding
871,177,3.0,#gaming #fitness
281,258,1.0,#fitness
91,569,0.0,#education
252,40,0.0,#art #career #food
206,461,0.0,#gaming
332,434,1.0,#ai #education #fitness
751,459,0.0,#ai #fitness #python
125,475,0.0,#ml #art #design
209,253,0.0,#food #python #startup
98,295,0.0,#cooking #gaming #coding
409,411,0.0,#photography #ai #career
1158,446,0.0,#education #music #design
873,721,1.0,#gaming #ai
419,124,1.0,#photography #science
825,161,2.0,#cooking #art
807,448,2.0,#music
1199,66,1.0,#gaming
39,33,0.0,#guitar #art
872,103,0.0,#science #ai
139,120,0.0,#gaming #design #fitness
517,39,0.0,#cooking #food #startup
1153,776,1.0,#cooking #ai #python
511,684,3.0,#python
353,44,0.0,#education #ml #coding
1018,405,2.0,#gaming #food #startup
407,475,1.0,#fitness #art #guitar
1140,768,0.0,#guitar #fitness
305,222,1.0,#gaming
983,585,0.0,#travel
661,448,0.0,#education #coding #fitness
914,16,0.0,#travel #art
286,27,0.0,#education
944,554,2.0,#startup
842,57,2.0,#ai #cooking #fitness
1118,86,0.0,#science #education #career
1198,460,3.0,#startup
911,23,2.0,#education #coding #science
63,73,3.0,#cooking #coding
1096,142,0.0,#design
730,535,1.0,#science
902,520,0.0,#career
354,64,2.0,#career #ml
858,486,0.0,#startup #travel #photography
779,577,0.0,#guitar #startup #career
324,524,2.0,#science #cooking #travel
868,574,3.0,#design
804,593,3.0,#gaming #ml #cooking
89,603,0.0,#fitness #cooking #startup
1190,434,0.0,#ml #gaming
1131,658,0.0,#coding #career
1144,230,0.0,#music #fitness
943,595,2.0,#guitar #travel #coding
93,620,3.0,#coding #guitar #career
1120,255,2.0,#art #ai #cooking
928,524,0.0,#design
24,157,1.0,#guitar
292,164,3.0,#science #food
833,282,1.0,#ai
1030,588,3.0,#cooking
1095,410,1.0,#food #ml #art
282,265,0.0,#education
912,617,1.0,#ai #startup
183,308,0.0,#science
509,367,1.0,#travel #photography #art
222,239,0.0,#art #ai #python
383,255,0.0,#python #career
1047,97,1.0,#ai #travel #music
571,769,0.0,#cooking
256,632,0.0,#ml #photography
593,281,0.0,#art #guitar #startup
963,774,2.0,#startup #education #health
530,609,1.0,#ml #career #ai
821,473,2.0,#fitness
557,82,1.0,#education #fitness
464,335,1.0,#guitar #cooking
1119,433,1.0,#food #guitar #design
639,519,0.0,#startup #python
697,603,0.0,#ml #fitness
255,629,0.0,#travel #ml #gaming
740,253,1.0,#ml #music
233,73,1.0,#ml #food
1102,771,2.0,#photography #art
644,255,1.0,#health #fitness #education
1187,267,0.0,#ml #guitar #gaming
16,51,0.0,#science #coding #health
612,544,3.0,#travel #ml
601,386,3.0,#cooking #career #art
884,510,1.0,#art #cooking
332,15,2.0,#python #art
746,502,2.0,#career #ai
1170,462,2.0,#python #food
